molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3895919,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(I)c1OC,7100.0,active
CHEMBL3923932,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Br)c1OC,8900.0,active
CHEMBL3984719,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Cl)c1OC,7400.0,active
CHEMBL2236206,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(OC)c1OC,2400.0,active
CHEMBL3926291,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(I)c1OC,7800.0,active
CHEMBL3898212,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Br)c1OC,4900.0,active
CHEMBL3891465,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(Cl)c1OC,8700.0,active
CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,960.0,active
CHEMBL3885414,O=C(Nc1ccccc1-c1nnn(-c2ccc(Cl)cc2)n1)c1ccc([N+](=O)[O-])cc1,10000.0,intermediate
CHEMBL3885165,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Cl)cc3)n2)cc1,223.0,intermediate
CHEMBL3885198,CC(C)c1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,10000.0,active
CHEMBL3885031,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,136.0,active
CHEMBL3884824,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,168.0,intermediate
CHEMBL3883387,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,266.0,active
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,199.0,active
CHEMBL3884587,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1OC,330.0,active
CHEMBL3883362,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)c(OC)c3)n2)cc1,319.0,active
CHEMBL3885018,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3)n2)cc1OC,230.0,active
CHEMBL3884827,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1,10000.0,active
CHEMBL3885158,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,10000.0,intermediate
CHEMBL3885113,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,221.0,intermediate
CHEMBL3885364,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,132.0,intermediate
CHEMBL3883929,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,783.0,intermediate
CHEMBL3883221,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,308.0,active
CHEMBL3884305,CCOc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(OC)cc3)n2)cc1,793.0,active
CHEMBL3883933,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Oc4ccccc4)cc3)n2)cc1,10000.0,active
CHEMBL3884164,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(Oc4ccccc4)cc3)n2)cc1,10000.0,active
CHEMBL3883590,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(O)cc3)n2)cc1,204.0,active
CHEMBL3885424,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC(=O)c4ccc(CCC)cc4)cc3)n2)cc1,10000.0,active
CHEMBL3885212,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1OC,832.0,inactive
CHEMBL3884050,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)cc1,4390.0,active
CHEMBL3885022,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc([N+](=O)[O-])cc1,150.0,active
CHEMBL3884853,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc([N+](=O)[O-])c1,127.0,active
CHEMBL3883389,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-],280.0,active
CHEMBL3883987,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,200.0,active
CHEMBL3883513,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,212.0,active
CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,66.9,active
CHEMBL428402,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,704.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,221.0,active
CHEMBL3885031,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,131.0,active
CHEMBL3884824,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,247.0,inactive
CHEMBL3883387,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,311.0,inactive
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,300.0,inactive
CHEMBL3885018,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3)n2)cc1OC,212.0,active
CHEMBL3885113,CSc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)cc1,117.0,active
CHEMBL3885364,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,251.0,active
CHEMBL3883929,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(SC)cc3)n2)cc1,679.0,active
CHEMBL3883590,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(O)cc3)n2)cc1,129.0,active
CHEMBL3885212,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1OC,511.0,active
CHEMBL3884050,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)cc1,3630.0,intermediate
CHEMBL3885022,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc([N+](=O)[O-])cc1,321.0,active
CHEMBL3884853,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc([N+](=O)[O-])c1,123.0,active
CHEMBL3883389,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1[N+](=O)[O-],458.0,intermediate
CHEMBL3883987,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,208.0,active
CHEMBL3883513,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccccc3)n2)cc1,96.6,active
CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,64.0,active
CHEMBL428402,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,741.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,276.0,intermediate
CHEMBL511679,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(OC)c(Br)c1,33000.0,intermediate
CHEMBL511679,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(OC)c(Br)c1,11200.0,active
CHEMBL458921,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)c(Br)c1,16400.0,active
CHEMBL457379,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1,23300.0,active
CHEMBL457598,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(O)cc1,16700.0,active
CHEMBL456959,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(O)c(Br)c1,6900.0,active
CHEMBL457379,CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1,41400.0,intermediate
CHEMBL3644874,CO/C(=C\c1cccc(O)c1C#N)C(=O)N/C=C/c1ccccc1,26900.0,active
CHEMBL4071711,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,376.0,active
CHEMBL4098723,O=[N+]([O-])c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,105.0,active
CHEMBL4082228,O=[N+]([O-])c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,117.0,active
CHEMBL4075328,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,64.1,active
CHEMBL4068441,N#Cc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,507.0,active
CHEMBL4089579,N#Cc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,108.0,intermediate
CHEMBL4059784,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,134.0,intermediate
CHEMBL4081708,N#Cc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,166.0,intermediate
CHEMBL4098216,COc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,1630.0,intermediate
CHEMBL4071162,COc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,1020.0,intermediate
CHEMBL4090505,COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,558.0,intermediate
CHEMBL1499954,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,742.0,active
CHEMBL4082677,COc1ccc(Nc2nc(-c3ccccn3)nc3ccccc23)cc1OC,1060.0,active
CHEMBL4100665,COc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1OC,753.0,active
CHEMBL4082355,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC,545.0,active
CHEMBL4065492,FC(F)(F)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,216.0,active
CHEMBL4071857,FC(F)(F)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,488.0,active
CHEMBL4060577,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1C(F)(F)F,146.0,intermediate
CHEMBL4097911,Fc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,156.0,intermediate
CHEMBL4075226,O=S(=O)(F)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,1380.0,intermediate
CHEMBL4096743,CN(C)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,1200.0,intermediate
CHEMBL4071881,Oc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,1070.0,active
CHEMBL4060787,Oc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,4260.0,active
CHEMBL4069067,OCc1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,810.0,active
CHEMBL4084028,OCc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,921.0,active
CHEMBL4083491,O=[N+]([O-])c1cc(Nc2nc(-c3cccnc3)nc3ccccc23)ccc1O,245.0,active
CHEMBL1507325,COC(=O)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1,362.0,active
CHEMBL1445052,COC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,405.0,intermediate
CHEMBL4099533,CC(C)(C)OC(=O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,299.0,intermediate
CHEMBL4072629,O=C(O)c1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,60000.0,intermediate
CHEMBL3770841,O=C(O)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1,9640.0,intermediate
CHEMBL4083108,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccncc2)n1,132.0,active
CHEMBL4077632,COc1cccc(Nc2cc(C)nc(-c3ccncc3)n2)c1,271.0,active
CHEMBL4062126,COc1ccc(Nc2cc(C)nc(-c3ccncc3)n2)cc1,874.0,active
CHEMBL4096657,Cc1cc(Nc2cccc(C#N)c2)nc(-c2ccccc2)n1,122.0,active
CHEMBL4069428,Cc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,128.0,intermediate
CHEMBL4088963,Cc1cc(Nc2ccc(O)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,98.8,intermediate
CHEMBL4060750,Cc1cc(Nc2ccccc2)nc(-c2ccccc2)n1,648.0,intermediate
CHEMBL4088022,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,71.4,intermediate
CHEMBL4069582,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1O,81.1,intermediate
CHEMBL1410991,Oc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,211.0,intermediate
CHEMBL4085567,Fc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,363.0,active
CHEMBL1194993,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,882.0,active
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,227.0,active
CHEMBL2063070,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,28200.0,active
CHEMBL2063071,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,11500.0,active
CHEMBL2063072,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,13300.0,active
CHEMBL2063071,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3N=[N+]=[N-])O2)c(=O)[nH]c1=O,4300.0,active
CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,940.0,active
CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,321.0,active
CHEMBL4092046,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1,472.0,active
CHEMBL4102382,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,685.0,active
CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,550.0,intermediate
CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,325.0,active
CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,379.0,active
CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,882.0,active
CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,750.0,active
CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,403.0,active
CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,331.0,intermediate
CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,355.0,active
CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,283.0,active
CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,1267.0,active
CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,952.0,active
CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,1202.0,active
CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,299.0,active
CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,131.0,active
CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,1100.0,active
CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,866.0,active
CHEMBL3426387,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)c1,307.0,inactive
CHEMBL3426388,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,378.0,active
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,492.0,intermediate
CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,1656.0,active
CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,1713.0,active
CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,512.0,active
CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,594.0,active
CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,452.0,intermediate
CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,985.0,intermediate
CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,952.0,inactive
CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,1120.0,active
CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,348.0,active
CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,325.0,active
CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,482.0,active
CHEMBL4078022,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,622.0,intermediate
CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,501.0,active
CHEMBL4096070,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,651.0,active
CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,2563.0,active
CHEMBL4084461,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,3662.0,intermediate
CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,2121.0,active
CHEMBL4102415,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,2655.0,active
CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,2173.0,inactive
CHEMBL4092211,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,3371.0,active
CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,605.0,active
CHEMBL4064511,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,711.0,active
CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,783.0,active
CHEMBL4065537,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,833.0,active
CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,727.0,active
CHEMBL4074879,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,785.0,intermediate
CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,2151.0,intermediate
CHEMBL4077458,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,2814.0,inactive
CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,2012.0,active
CHEMBL4081645,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,2526.0,active
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,505.0,active
CHEMBL3885456,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,746.0,intermediate
CHEMBL3426388,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,535.0,active
CHEMBL3426388,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,587.0,inactive
CHEMBL3426387,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)c1,387.0,active
CHEMBL3426387,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)c1,585.0,intermediate
CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,1390.0,active
CHEMBL4104064,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,1801.0,active
CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,1320.0,active
CHEMBL4069054,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,1880.0,active
CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,207.0,active
CHEMBL4096318,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,354.0,active
CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,491.0,active
CHEMBL4095392,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,549.0,active
CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,1325.0,active
CHEMBL4077603,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,1363.0,active
CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,1050.0,active
CHEMBL4087699,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,1221.0,active
CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,1501.0,active
CHEMBL4066351,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,1615.0,active
CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,446.0,inactive
CHEMBL4091036,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,605.0,inactive
CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,382.0,intermediate
CHEMBL4076705,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,442.0,active
CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,541.0,active
CHEMBL4061497,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,718.0,active
CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,544.0,active
CHEMBL4083323,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,832.0,active
CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,807.0,active
CHEMBL4099768,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,967.0,active
CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,978.0,active
CHEMBL4072882,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,1172.0,active
CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,571.0,active
CHEMBL4080817,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,838.0,intermediate
CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,454.0,active
CHEMBL4098858,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,627.0,intermediate
CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,667.0,active
CHEMBL4076726,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,1515.0,active
CHEMBL4102382,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,691.0,active
